Number,ID,OBJECTID,LINE_NO,GMT_DATE,GMT_TIME,LMT_DATE,LMT_TIME,ECEF_X,ECEF_Y,ECEF_Z,LATITUDE,LONGITUDE,HEIGHT,DOP,NAV,VALIDATED,SATS_USED,CH1_SATID,CH1_C_N,CH2_SATID,CH2_C_N,CH3_SATID,CH3_C_N,CH4_SATID,CH4_C_N,CH5_SATID,CH5_C_N,CH6_SATID,CH6_C_N,CH7_SATID,CH7_C_N,CH8_SATID,CH8_C_N,CH9_SATID,CH9_C_N,CH10_SATID,CH10_C_N,CH11_SATID,CH11_C_N,CH12_SATID,CH12_C_N,MAIN_VOL,BU_VOL,TEMP,CLK_OFFSET,REMARKS,Year,Month,Day,LandCover,Roads_Dist,Wetlands_D,Water_Dist,scale_Elev,scale_Slop,scale_RELa,PercentC,PercentN,PercentP,qtyC,qtyN,qtyP,CNratio,CPratio,NPratio,FID_Forest,OBJECTID_1,FORESTID,FORESTTYPE,STOCKING,SITECODE,SHAPE_Leng,SHAPE_Area,OBJECTID_2,SPCOMP,STRATUM,AGE_CODE,HGT_CODE,CDEN_CODE,RR_SUBTYPE,FORESTID_1,OID_,Device_ID,Altitude,Fix_Status,Temp__C_,Main__V_,Back__V_,...83,...84,...85,...86,itime,idate,datetime,EASTING,NORTHING
240,PPM003,473,578,2011-06-14T00:00:00Z,12:00:41,2011-06-14T00:00:00Z,08:30:41,2212876,-3354876,4936288,51.036991,-56.591158,198.85,2.8,3D,Yes,6,9,47,15,47,18,50,21,47,26,32,27,47,0,0,0,0,0,0,0,0,0,0,0,0,3.46,3.68,20,,0,2011,6,14,8,1761.81,1777.59,573.603,0.185103185635,3.4195747047,1.70576429473,50.665757006,2.76900568408,0.270882745945,-3.1139253801,-6.02181868735,-8.36801986766,21.406893569,508.466544391,23.4138503664,1837,1202407,1030405,1,ST,M,2795.67521401,75422.6533998,488590,bF,bF32,4,3,2,1,1030405,,,,,,,,,,,,12:00:41,2011-06-14,2011-06-14T12:00:41Z,528665.411011729,5654017.96348959
209,PPM003,430,579,2011-06-14T00:00:00Z,14:00:42,2011-06-14T00:00:00Z,10:30:42,2212938,-3354827,4936306,51.03714,-56.590036,208.59,6.4,3D,Yes,5,9,35,14,44,18,41,22,47,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,3.7,25,,0,2011,6,14,8,1839.38,1761.81,557.133,0.12508865043,3.53138417713,1.76066554773,50.6950129183,2.74937819818,0.267812978361,-3.09387837497,-6.00861915948,-8.35912554231,21.5383553498,513.722626777,23.5125697197,1837,1202407,1030405,1,ST,M,2795.67521401,75422.6533998,488590,bF,bF32,4,3,2,1,1030405,,,,,,,,,,,,14:00:42,2011-06-14,2011-06-14T14:00:42Z,528743.986078397,5654034.96994821
190,PPM003,392,581,2011-06-14T00:00:00Z,18:01:04,2011-06-14T00:00:00Z,14:31:04,2213047,-3354794,4936212,51.036382,-56.58848,155.92,2.6,3D,Yes,4,20,29,23,41,25,41,31,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,3.72,25,,0,2011,6,14,8,1894.25,1827.53,472.743,-0.114969490391,2.04681214726,1.45185278535,50.3153887271,2.75258200745,0.266269869488,-3.35894128666,-6.26954790341,-8.62443999182,21.5289166234,514.803956185,23.6886311566,1837,1202407,1030405,1,ST,M,2795.67521401,75422.6533998,488590,bF,bF32,4,3,2,1,1030405,,,,,,,,,,,,18:01:04,2011-06-14,2011-06-14T18:01:04Z,528853.55295336,5653951.28553014
194,PPM003,399,582,2011-06-14T00:00:00Z,20:00:44,2011-06-14T00:00:00Z,16:30:44,2213043,-3354825,4936209,51.0362,-56.588771,168.47,2.8,3D,Yes,6,3,29,6,38,13,38,16,38,23,35,31,29,0,0,0,0,0,0,0,0,0,0,0,0,3.48,3.68,22,,0,2011,6,14,8,1894.25,1827.53,472.743,-0.114969490391,2.04681214726,1.45185278535,50.3153887271,2.75258200745,0.266269869488,-3.35894128666,-6.26954790341,-8.62443999182,21.5289166234,514.803956185,23.6886311566,1837,1202407,1030405,1,ST,M,2795.67521401,75422.6533998,488590,bF,bF32,4,3,2,1,1030405,,,,,,,,,,,,20:00:44,2011-06-14,2011-06-14T20:00:44Z,528833.262632523,5653930.93251838
207,PPM003,428,584,2011-06-15T00:00:00Z,00:00:42,2011-06-14T00:00:00Z,20:30:42,2212959,-3354854,4936256,51.036619,-56.589998,191.16,2.4,3D,Yes,6,7,38,11,47,19,47,22,44,24,44,28,44,0,0,0,0,0,0,0,0,0,0,0,0,3.46,3.72,16,,0,2011,6,15,8,1819.02,1839.38,479.264,-0.0309491411038,1.9118218084,1.52483684799,51.3423388888,2.27384567694,0.205788398974,-2.86682427733,-5.94706367996,-8.34260910874,24.8415579246,605.836517504,24.3558656709,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,00:00:42,2011-06-15,2011-06-15T00:00:42Z,528746.972751619,5653977.04754505
276,PPM003,541,586,2011-06-15T00:00:00Z,04:00:46,2011-06-15T00:00:00Z,00:30:46,2212754,-3355003,4936258,51.03655,-56.593607,199.95,1.4,3D,Yes,8,4,47,12,44,13,44,17,47,20,50,23,50,24,41,28,32,0,0,0,0,0,0,0,0,3.44,3.7,11,,0,2011,6,15,8,1593.44,1894.25,568.166,0.221111906758,1.36144432974,1.56949057235,51.3106056056,2.35157069155,0.218802624491,-2.89323908502,-5.94702356989,-8.32293257786,24.3179207831,583.879025189,23.8888936233,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,04:00:46,2011-06-15,2011-06-15T04:00:46Z,528493.973716459,5653967.97271582
306,PPM003,580,587,2011-06-15T00:00:00Z,06:00:31,2011-06-15T00:00:00Z,02:30:31,2212675,-3355037,4936279,51.036775,-56.594814,206.77,2.2,3D,Yes,5,4,47,12,41,13,47,17,32,23,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,11,,0,2011,6,15,8,1437.79,1945.98,668.56,0.497178768703,1.98539650215,1.61269858367,51.3663755269,2.37521289387,0.224804597411,-2.879993158,-5.9261904657,-8.28912949089,24.155065743,573.869542202,23.5742374185,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,06:00:31,2011-06-15,2011-06-15T06:00:31Z,528409.208427443,5653992.5275517
202,PPM003,418,590,2011-06-15T00:00:00Z,12:00:44,2011-06-15T00:00:00Z,08:30:44,2212941,-3354786,4936330,51.037504,-56.589678,206.77,3.6,3D,Yes,6,9,47,15,44,18,47,22,38,26,41,27,44,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,16,,0,2011,6,15,8,1839.38,1761.81,557.133,0.281126441964,3.15633372521,1.77308016699,50.6033471692,2.78713473093,0.274921483072,-3.17736494947,-6.07859359841,-8.41624103168,21.2853787265,501.317694036,23.2256709429,1837,1202407,1030405,1,ST,M,2795.67521401,75422.6533998,488590,bF,bF32,4,3,2,1,1030405,,,,,,,,,,,,12:00:44,2011-06-15,2011-06-15T12:00:44Z,528768.861195954,5654075.58787907
185,PPM003,385,592,2011-06-15T00:00:00Z,16:02:17,2011-06-15T00:00:00Z,12:32:17,2213080,-3354793,4936227,51.036346,-56.588079,178.48,2.4,3D,Yes,4,12,44,14,44,25,47,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.72,20,,0,2011,6,15,8,1894.25,1827.53,472.743,-0.114969490391,2.04681214726,1.45185278535,50.3153887271,2.75258200745,0.266269869488,-3.35894128666,-6.26954790341,-8.62443999182,21.5289166234,514.803956185,23.6886311566,1837,1202407,1030405,1,ST,M,2795.67521401,75422.6533998,488590,bF,bF32,4,3,2,1,1030405,,,,,,,,,,,,16:02:17,2011-06-15,2011-06-15T16:02:17Z,528881.691179461,5653947.43928632
184,PPM003,383,593,2011-06-15T00:00:00Z,18:00:54,2011-06-15T00:00:00Z,14:30:54,2213097,-3354814,4936217,51.036101,-56.588042,187.62,2.4,3D,Yes,5,16,41,23,44,25,35,29,41,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,3.7,22,,0,2011,6,15,8,1969.76,1819.02,479.264,-0.198989839679,2.03028791357,1.35075831238,50.3153887271,2.75258200745,0.266269869488,-3.35894128666,-6.26954790341,-8.62443999182,21.5289166234,514.803956185,23.6886311566,1837,1202407,1030405,1,ST,M,2795.67521401,75422.6533998,488590,bF,bF32,4,3,2,1,1030405,,,,,,,,,,,,18:00:54,2011-06-15,2011-06-15T18:00:54Z,528884.437728788,5653920.20884034
186,PPM003,386,594,2011-06-15T00:00:00Z,20:01:23,2011-06-15T00:00:00Z,16:31:23,2213078,-3354797,4936224,51.036313,-56.588135,177.56,2.4,3D,Yes,6,6,41,13,29,16,44,21,38,23,35,31,29,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,20,,0,2011,6,15,8,1894.25,1827.53,472.743,-0.114969490391,2.04681214726,1.45185278535,50.3153887271,2.75258200745,0.266269869488,-3.35894128666,-6.26954790341,-8.62443999182,21.5289166234,514.803956185,23.6886311566,1837,1202407,1030405,1,ST,M,2795.67521401,75422.6533998,488590,bF,bF32,4,3,2,1,1030405,,,,,,,,,,,,20:01:23,2011-06-15,2011-06-15T20:01:23Z,528877.785285471,5653943.74761069
192,PPM003,396,595,2011-06-15T00:00:00Z,22:00:24,2011-06-15T00:00:00Z,18:30:24,2213043,-3354807,4936247,51.036519,-56.58863,188.57,4,3D,Yes,5,3,47,6,47,13,35,16,47,19,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,3.68,15,,0,2011,6,15,8,1894.25,1827.53,472.743,-0.114969490391,2.04681214726,1.45185278535,50.3153887271,2.75258200745,0.266269869488,-3.35894128666,-6.26954790341,-8.62443999182,21.5289166234,514.803956185,23.6886311566,1837,1202407,1030405,1,ST,M,2795.67521401,75422.6533998,488590,bF,bF32,4,3,2,1,1030405,,,,,,,,,,,,22:00:24,2011-06-15,2011-06-15T22:00:24Z,528842.950751689,5653966.46173687
199,PPM003,409,596,2011-06-16T00:00:00Z,00:00:43,2011-06-15T00:00:00Z,20:30:43,2212967,-3354781,4936317,51.037359,-56.58933,203.04,3,3D,Yes,6,7,41,8,44,11,47,19,47,22,41,24,50,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.72,12,,0,2011,6,16,8,1839.38,1761.81,557.133,0.12508865043,3.53138417713,1.76066554773,50.6950129183,2.74937819818,0.267812978361,-3.09387837497,-6.00861915948,-8.35912554231,21.5383553498,513.722626777,23.5125697197,1837,1202407,1030405,1,ST,M,2795.67521401,75422.6533998,488590,bF,bF32,4,3,2,1,1030405,,,,,,,,,,,,00:00:43,2011-06-16,2011-06-16T00:00:43Z,528793.350261233,5654059.59923947
164,PPM003,337,598,2011-06-16T00:00:00Z,04:00:26,2011-06-16T00:00:00Z,00:30:26,2213140,-3354656,4936286,51.037247,-56.58629,173.23,3.4,3D,Yes,4,17,44,20,44,24,41,28,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,8,,0,2011,6,16,8,2068.16,1735.18,573.603,-0.222995653761,2.37403303065,1.61479938272,51.4589021093,2.21742067747,0.196245113568,-2.77356629021,-5.87378736452,-8.28451178492,25.2192277082,622.367128559,24.6968523247,13834,1281171,1054076,1,ST,M,3182.23936012,156971.31395,493225,wS,bF13,1,1,3,1,1054076,,,,,,,,,,,,04:00:26,2011-06-16,2011-06-16T04:00:26Z,529006.563270701,5654048.33670341
152,PPM003,309,599,2011-06-16T00:00:00Z,06:00:26,2011-06-16T00:00:00Z,02:30:26,2213190,-3354612,4936271,51.037227,-56.585349,155.78,1.8,3D,Yes,7,2,50,5,47,10,47,12,44,13,44,17,38,25,38,0,0,0,0,0,0,0,0,0,0,3.44,3.7,7,,0,2011,6,16,8,2143.33,1733.39,600.051,-0.259004374884,1.55784741366,1.76175526981,51.261515446,2.20939956854,0.196635029002,-2.95189909982,-6.05312381448,-8.45835797991,25.2772221449,620.655569798,24.6147838424,13834,1281171,1054076,1,ST,M,3182.23936012,156971.31395,493225,wS,bF13,1,1,3,1,1054076,,,,,,,,,,,,06:00:26,2011-06-16,2011-06-16T06:00:26Z,529072.552139125,5654046.48347205
74,PPM003,164,600,2011-06-16T00:00:00Z,08:00:24,2011-06-16T00:00:00Z,04:30:24,2213649,-3354232,4936295,51.037813,-56.576904,133.96,3.2,3D,Yes,5,2,47,5,47,10,41,26,44,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,9,,0,2011,6,16,8,2695.05,1662.09,1009.01,-0.475056701623,0.323221637363,1.65515024469,50.9508461893,2.19442315144,0.193601504654,-3.1854396095,-6.2891651012,-8.69813059627,25.3872234997,624.393531523,24.7680811785,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,08:00:24,2011-06-16,2011-06-16T08:00:24Z,529664.282609513,5654115.01480739
30,PPM003,39,601,2011-06-16T00:00:00Z,10:00:47,2011-06-16T00:00:00Z,06:30:47,2214916,-3354504,4935524,51.02699,-56.563966,116.23,2,3D,Yes,6,5,44,8,35,15,47,21,47,26,50,29,32,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,13,,0,2011,6,16,6,2093.52,2121.5,445.706,-0.523068329787,-0.701080256587,1.53764573681,49.1713638387,2.56424705225,0.276230478411,-2.69781075617,-5.67912412748,-7.91539595213,23.273043246,489.285587053,21.1612883469,14118,1282587,1052839,1,ST,P,1287.46365816,34915.6918,463172,bSbF,bS33,7,3,3,1,1052839,,,,,,,,,,,,10:00:47,2011-06-16,2011-06-16T10:00:47Z,530578.515001315,5652916.74507687
56,PPM003,128,603,2011-06-16T00:00:00Z,14:00:43,2011-06-16T00:00:00Z,10:30:43,2214762,-3355332,4935081,51.020249,-56.5723,153.11,4.6,3D,Yes,6,9,35,12,35,14,35,18,32,22,41,27,29,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.68,16,,0,2011,6,16,6,1192.32,2600.09,987.242,-0.283010188966,1.37153896258,0.957170809249,49.6663211726,2.97424755342,0.297127465012,-1.82242997621,-4.65321908632,-6.96259310264,20.0601615218,450.847285652,22.6395511245,10710,1263253,1049398,1,ST,M,786.478753439,36261.86955,471207,bFwB,sH32,4,3,2,1,1049398,,,,,,,,,,,,14:00:43,2011-06-16,2011-06-16T14:00:43Z,529998.414621514,5652163.69677245
129,PPM003,256,606,2011-06-16T00:00:00Z,20:00:47,2011-06-16T00:00:00Z,16:30:47,2214089,-3355637,4935157,51.02149,-56.582699,139.14,5.6,3D,Yes,6,3,47,6,44,13,44,16,47,19,38,23,50,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,15,,0,2011,6,16,1,1128.11,3387.99,284.083,-0.174984025596,-0.409665133441,-0.37200252195,49.8919272257,2.7395053336,0.262254224165,-3.00467730926,-5.9136265996,-8.28505266969,21.5497878691,524.530551926,24.0604846917,4378,1220932,1036450,1,ST,M,2643.29352717,68700.77235,477019,bF,bF42,7,4,2,1,1036450,,,,,,,,,,,,20:00:47,2011-06-16,2011-06-16T20:00:47Z,529268.261370263,5652297.51931758
116,PPM003,233,608,2011-06-17T00:00:00Z,00:00:44,2011-06-16T00:00:00Z,20:30:44,2214240,-3355650,4935095,51.020483,-56.581005,150.08,3.8,3D,Yes,5,7,38,8,47,11,44,19,44,24,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,11,,0,2011,6,17,1,1024.28,3230.41,504.505,-0.150978211514,-0.799581124339,-0.211949264602,51.324944622,3.04473548625,0.3439126488,-3.79250619124,-6.61937775831,-8.8260420538,19.7124755213,409.237531446,20.2731205907,14165,1282835,1053730,1,ST,G,1656.95021926,78458.1276,492688,wBbF,hS42,4,4,2,1,1053730,,,,,,,,,,,,00:00:44,2011-06-17,2011-06-17T00:00:44Z,529387.709705315,5652186.21140664
120,PPM003,240,612,2011-06-17T00:00:00Z,08:01:22,2011-06-17T00:00:00Z,04:31:22,2214191,-3355622,4935142,51.021101,-56.581368,154.94,3.2,3D,Yes,5,2,44,5,44,7,35,10,44,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,11,,0,2011,6,17,1,1097.42,3230.41,445.706,-0.162981118555,-0.450653450472,-0.00173851649241,51.324944622,3.04473548625,0.3439126488,-3.79250619124,-6.61937775831,-8.8260420538,19.7124755213,409.237531446,20.2731205907,14165,1282835,1053730,1,ST,G,1656.95021926,78458.1276,492688,wBbF,hS42,4,4,2,1,1053730,,,,,,,,,,,,08:01:22,2011-06-17,2011-06-17T08:01:22Z,529361.859148242,5652254.79053051
302,PPM003,574,618,2011-06-17T00:00:00Z,20:00:53,2011-06-17T00:00:00Z,16:30:53,2213289,-3355922,4935344,51.023964,-56.594453,157.06,3,3D,Yes,6,3,41,6,47,7,35,13,38,16,44,21,38,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,11,,0,2011,6,17,18,1128.11,3291.33,111.427,-0.186986932637,-0.100220110909,0.18868039133,49.6519357364,2.59806584588,0.267438184109,-3.44200289614,-6.41588510216,-8.70490184107,23.0156107295,513.058586088,22.2853971748,14116,1282585,1052837,1,ST,P,725.265504512,12386.4195001,463170,bSbF,bS33,7,3,3,1,1052837,,,,,,,,,,,,20:00:53,2011-06-17,2011-06-17T20:00:53Z,528442.359513705,5652568.03517236
255,PPM003,493,624,2011-06-18T00:00:00Z,08:00:38,2011-06-18T00:00:00Z,04:30:38,2213545,-3355985,4935189,51.021735,-56.591902,158.3,2.2,3D,Yes,6,2,47,4,29,5,47,7,41,10,44,29,38,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,10,,0,2011,6,18,1,948.763,3396.23,249.157,-0.138975304473,-0.799581124339,-1.23820560746,49.765947581,2.86663567423,0.271257439806,-2.29842232527,-5.1633954201,-7.54388219038,20.6812072623,505.608485655,24.2122011158,11922,1270012,1048222,1,ST,P,538.532542104,19111.6782,465690,bFbS,bF43,7,4,3,1,1048222,,,,,,,,,,,,08:00:38,2011-06-18,2011-06-18T08:00:38Z,528622.641526512,5652321.14986369
417,PPM003,791,633,2011-06-19T00:00:00Z,02:00:43,2011-06-18T00:00:00Z,22:30:43,2212813,-3355847,4935603,51.027697,-56.599529,154.21,2,3D,Yes,8,4,47,9,35,11,35,17,47,20,35,24,47,27,38,28,41,0,0,0,0,0,0,0,0,3.42,3.7,9,,0,2011,6,19,6,898.35,2941.75,222.853,-0.21099274672,-0.67471646431,1.84056289914,50.7113388312,2.2487579647,0.205664469085,-3.41574975351,-6.49906871064,-8.8822242066,25.024497494,602.805282177,24.210819975,13204,1277002,1054000,1,ST,G,1606.53233425,54172.0705,493149,wS,bF13,1,1,3,1,1054000,,,,,,,,,,,,02:00:43,2011-06-19,2011-06-19T02:00:43Z,528084.10820313,5652981.21193789
418,PPM003,792,634,2011-06-19T00:00:00Z,04:00:42,2011-06-19T00:00:00Z,00:30:42,2212812,-3355848,4935598,51.027666,-56.599548,150.51,2.6,3D,Yes,6,2,41,4,47,12,44,17,44,20,47,23,47,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,9,,0,2011,6,19,6,898.35,2941.75,222.853,-0.21099274672,-0.67471646431,1.84056289914,50.7113388312,2.2487579647,0.205664469085,-3.41574975351,-6.49906871064,-8.8822242066,25.024497494,602.805282177,24.210819975,13204,1277002,1054000,1,ST,G,1606.53233425,54172.0705,493149,wS,bF13,1,1,3,1,1054000,,,,,,,,,,,,04:00:42,2011-06-19,2011-06-19T04:00:42Z,528082.794513617,5652977.75738151
424,PPM003,827,635,2011-06-19T00:00:00Z,06:00:25,2011-06-19T00:00:00Z,02:30:25,2212788,-3355872,4935593,51.02759,-56.600022,150.91,1.6,3D,Yes,5,2,47,4,44,12,32,17,29,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,10,,0,2011,6,19,6,880.905,3015.73,157.581,-0.21099274672,-0.67471646431,1.84056289914,50.7113388312,2.2487579647,0.205664469085,-3.41574975351,-6.49906871064,-8.8822242066,25.024497494,602.805282177,24.210819975,13204,1277002,1054000,1,ST,G,1606.53233425,54172.0705,493149,wS,bF13,1,1,3,1,1054000,,,,,,,,,,,,06:00:25,2011-06-19,2011-06-19T06:00:25Z,528049.599945895,5652969.12538054
443,PPM003,873,636,2011-06-19T00:00:00Z,08:00:41,2011-06-19T00:00:00Z,04:30:41,2212675,-3355777,4935722,51.029309,-56.600622,162.2,2.8,3D,Yes,6,2,47,5,47,7,41,10,41,26,47,29,44,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,9,,0,2011,6,19,8,870.269,2824.39,393.952,-0.21099274672,-0.447375315194,1.30324830864,50.7493212848,2.29579443159,0.20891382812,-3.32032526104,-6.38828995375,-8.77667282535,24.7101060459,597.982209458,24.3061129341,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,08:00:41,2011-06-19,2011-06-19T08:00:41Z,528006.487418119,5653160.05644963
472,PPM003,980,637,2011-06-19T00:00:00Z,10:00:41,2011-06-19T00:00:00Z,06:30:41,2212504,-3355715,4935855,51.03108,-56.60217,173.85,1.2,3D,Yes,9,5,47,6,35,8,47,15,47,21,44,26,50,27,41,28,41,29,29,0,0,0,0,0,0,3.42,3.7,9,,0,2011,6,19,8,822.597,2713.41,557.133,-0.078960769268,1.48547934464,1.61327519855,51.3573614285,2.26366543179,0.205135957487,-2.8701455839,-5.95389819747,-8.34827174605,24.9089238664,606.894838189,24.3295858024,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,10:00:41,2011-06-19,2011-06-19T10:00:41Z,527896.870691104,5653356.41122164
258,PPM003,499,639,2011-06-19T00:00:00Z,14:00:41,2011-06-19T00:00:00Z,10:30:41,2212897,-3355041,4936169,51.035275,-56.592204,200.2,3.4,3D,Yes,6,12,47,14,44,18,47,22,47,25,50,31,44,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,13,,0,2011,6,19,8,1624.31,2025.7,393.952,0.0170624870604,2.99825076408,1.6865127699,51.6172781786,2.25077558733,0.202582875168,-2.66210387289,-5.75236345509,-8.15299683121,24.9891612122,612.382872125,24.4235430424,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,14:00:41,2011-06-19,2011-06-19T14:00:41Z,528593.128437635,5653826.73123298
322,PPM003,603,641,2011-06-19T00:00:00Z,18:00:41,2011-06-19T00:00:00Z,14:30:41,2212765,-3355306,4936024,51.033417,-56.595855,180.88,3.2,3D,Yes,5,16,47,23,44,25,41,29,44,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,11,,0,2011,6,19,8,1360.13,2242.42,498.315,0.0290653941015,3.1159431794,1.64554318659,51.5841357885,2.25376623295,0.204416945993,-2.70723041951,-5.79615564652,-8.19100681564,24.96871519,609.028960078,24.2976411752,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,18:00:41,2011-06-19,2011-06-19T18:00:41Z,528338.268061599,5653618.70411139
340,PPM003,635,642,2011-06-19T00:00:00Z,20:00:43,2011-06-19T00:00:00Z,16:30:43,2212712,-3355351,4936008,51.033268,-56.596838,173.71,2.4,3D,Yes,6,6,44,7,38,13,44,16,44,21,47,23,44,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,13,,0,2011,6,19,8,1270.46,2342.61,557.133,0.0770770222657,2.84551589517,1.8147867873,50.7678538123,2.55089175513,0.246710183175,-2.55167107704,-5.5307853553,-7.89670953096,22.784628525,552.959377885,23.8209220247,11222,1266195,1050431,1,ST,M,2008.81475444,82865.99015,465877,bFwSbS,bF43,7,4,3,1,1050431,,,,,,,,,,,,20:00:43,2011-06-19,2011-06-19T20:00:43Z,528269.431913174,5653601.75717613
326,PPM003,611,643,2011-06-19T00:00:00Z,22:00:39,2011-06-19T00:00:00Z,18:30:39,2212684,-3355222,4936142,51.034886,-56.596159,200.48,2.4,3D,Yes,7,3,44,6,41,7,47,11,41,13,38,19,47,24,41,0,0,0,0,0,0,0,0,0,0,3.42,3.68,10,,0,2011,6,19,8,1320.77,2121.5,635.229,0.341140977169,2.25640110193,1.82015292474,51.4397691549,2.31839029864,0.216405001123,-2.83779882748,-5.90370727429,-8.27727431909,24.5355354669,588.17037636,23.8205447474,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,22:00:39,2011-06-19,2011-06-19T22:00:39Z,528316.056681331,5653781.94571445
310,PPM003,585,644,2011-06-20T00:00:00Z,00:00:20,2011-06-19T00:00:00Z,20:30:20,2212765,-3355206,4936106,51.034464,-56.59507,192.13,3.6,3D,Yes,6,3,35,7,38,8,44,11,47,19,44,24,47,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.7,9,,0,2011,6,20,8,1376.02,2167.81,528.543,0.161097371553,3.37591953987,1.63035197704,51.7096953898,2.2801102549,0.207121207475,-2.58552126287,-5.66667365775,-8.06189355008,24.7890111396,605.22815005,24.2715184064,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,00:00:20,2011-06-20,2011-06-20T00:00:20Z,528392.671537815,5653735.43671446
235,PPM003,464,645,2011-06-20T00:00:00Z,02:00:44,2011-06-19T00:00:00Z,22:30:44,2213009,-3355035,4936095,51.034461,-56.590824,178.3,2.6,3D,Yes,6,4,44,11,41,17,44,20,47,24,44,28,47,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.7,9,,0,2011,6,20,8,1684.35,2086.09,284.083,-0.174984025596,1.36481417885,1.58536575085,51.2081167477,2.24688384713,0.201809600328,-2.9783038439,-6.06649897767,-8.46601852193,25.0266940767,611.849304579,24.4828294723,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,02:00:44,2011-06-20,2011-06-20T02:00:44Z,528690.391166611,5653736.74768075
247,PPM003,482,646,2011-06-20T00:00:00Z,04:00:42,2011-06-20T00:00:00Z,00:30:42,2212921,-3354974,4936198,51.035738,-56.591392,195.89,1.8,3D,Yes,8,2,35,4,47,10,47,12,38,13,47,17,47,20,38,23,44,0,0,0,0,0,0,0,0,3.44,3.7,10,,0,2011,6,20,8,1720.81,1931.57,424.3,0.0410683011425,2.00897508866,1.42567779313,51.3730673969,2.31780486917,0.213046655767,-2.84244736615,-5.908130805,-8.29324145402,24.5441642438,593.818419227,24.0971233303,13267,1277651,1054006,1,ST,G,10737.6922404,615644.3116,493155,wS,bF13,1,1,3,1,1054006,,,,,,,,,,,,04:00:42,2011-06-20,2011-06-20T04:00:42Z,528649.777131817,5653878.53401721
